ALDER,CIVILSTAND,TID,INDHOLD
8 år,Gift/separeret,2017K3,0
8 år,Gift/separeret,2017K4,0
8 år,Gift/separeret,2018K1,0
8 år,Gift/separeret,2018K2,0
8 år,Gift/separeret,2018K3,0
8 år,Gift/separeret,2018K4,0
8 år,Gift/separeret,2019K1,0
8 år,Gift/separeret,2019K2,0
8 år,Gift/separeret,2019K3,0
8 år,Gift/separeret,2019K4,0
8 år,Gift/separeret,2020K1,0
8 år,Gift/separeret,2020K2,0
8 år,Gift/separeret,2020K3,0
8 år,Gift/separeret,2020K4,0
8 år,Gift/separeret,2021K1,0
8 år,Gift/separeret,2021K2,0
8 år,Gift/separeret,2021K3,0
8 år,Gift/separeret,2021K4,0
8 år,Gift/separeret,2022K1,0
8 år,Gift/separeret,2022K2,0
8 år,Gift/separeret,2022K3,0
8 år,Enke/enkemand,2008K1,0
8 år,Enke/enkemand,2008K2,0
8 år,Enke/enkemand,2008K3,0
8 år,Enke/enkemand,2008K4,0
8 år,Enke/enkemand,2009K1,0
8 år,Enke/enkemand,2009K2,0
8 år,Enke/enkemand,2009K3,0
8 år,Enke/enkemand,2009K4,0
8 år,Enke/enkemand,2010K1,0
8 år,Enke/enkemand,2010K2,0
8 år,Enke/enkemand,2010K3,0
8 år,Enke/enkemand,2010K4,0
8 år,Enke/enkemand,2011K1,0
8 år,Enke/enkemand,2011K2,0
8 år,Enke/enkemand,2011K3,0
8 år,Enke/enkemand,2011K4,0
8 år,Enke/enkemand,2012K1,0
8 år,Enke/enkemand,2012K2,0
8 år,Enke/enkemand,2012K3,0
8 år,Enke/enkemand,2012K4,0
8 år,Enke/enkemand,2013K1,0
8 år,Enke/enkemand,2013K2,0
8 år,Enke/enkemand,2013K3,0
8 år,Enke/enkemand,2013K4,0
8 år,Enke/enkemand,2014K1,0
8 år,Enke/enkemand,2014K2,0
8 år,Enke/enkemand,2014K3,0
8 år,Enke/enkemand,2014K4,0
8 år,Enke/enkemand,2015K1,0
8 år,Enke/enkemand,2015K2,0
8 år,Enke/enkemand,2015K3,0
8 år,Enke/enkemand,2015K4,0
8 år,Enke/enkemand,2016K1,0
8 år,Enke/enkemand,2016K2,0
8 år,Enke/enkemand,2016K3,0
8 år,Enke/enkemand,2016K4,0
8 år,Enke/enkemand,2017K1,0
8 år,Enke/enkemand,2017K2,0
8 år,Enke/enkemand,2017K3,0
8 år,Enke/enkemand,2017K4,0
8 år,Enke/enkemand,2018K1,0
8 år,Enke/enkemand,2018K2,0
8 år,Enke/enkemand,2018K3,0
8 år,Enke/enkemand,2018K4,0
8 år,Enke/enkemand,2019K1,0
8 år,Enke/enkemand,2019K2,0
8 år,Enke/enkemand,2019K3,0
8 år,Enke/enkemand,2019K4,0
8 år,Enke/enkemand,2020K1,0
8 år,Enke/enkemand,2020K2,0
8 år,Enke/enkemand,2020K3,0
8 år,Enke/enkemand,2020K4,0
8 år,Enke/enkemand,2021K1,0
8 år,Enke/enkemand,2021K2,0
8 år,Enke/enkemand,2021K3,0
8 år,Enke/enkemand,2021K4,0
8 år,Enke/enkemand,2022K1,0
8 år,Enke/enkemand,2022K2,0
8 år,Enke/enkemand,2022K3,0
8 år,Fraskilt,2008K1,0
8 år,Fraskilt,2008K2,0
8 år,Fraskilt,2008K3,0
8 år,Fraskilt,2008K4,0
8 år,Fraskilt,2009K1,0
8 år,Fraskilt,2009K2,0
8 år,Fraskilt,2009K3,0
8 år,Fraskilt,2009K4,0
8 år,Fraskilt,2010K1,0
8 år,Fraskilt,2010K2,0
8 år,Fraskilt,2010K3,0
8 år,Fraskilt,2010K4,0
8 år,Fraskilt,2011K1,0
8 år,Fraskilt,2011K2,0
8 år,Fraskilt,2011K3,0
8 år,Fraskilt,2011K4,0
8 år,Fraskilt,2012K1,0
8 år,Fraskilt,2012K2,0
8 år,Fraskilt,2012K3,0
8 år,Fraskilt,2012K4,0
8 år,Fraskilt,2013K1,0
8 år,Fraskilt,2013K2,0
8 år,Fraskilt,2013K3,0
8 år,Fraskilt,2013K4,0
8 år,Fraskilt,2014K1,0
8 år,Fraskilt,2014K2,0
8 år,Fraskilt,2014K3,0
8 år,Fraskilt,2014K4,0
8 år,Fraskilt,2015K1,0
8 år,Fraskilt,2015K2,0
8 år,Fraskilt,2015K3,0
8 år,Fraskilt,2015K4,0
8 år,Fraskilt,2016K1,0
8 år,Fraskilt,2016K2,0
8 år,Fraskilt,2016K3,0
8 år,Fraskilt,2016K4,0
8 år,Fraskilt,2017K1,0
8 år,Fraskilt,2017K2,0
8 år,Fraskilt,2017K3,0
8 år,Fraskilt,2017K4,0
8 år,Fraskilt,2018K1,0
8 år,Fraskilt,2018K2,0
8 år,Fraskilt,2018K3,0
8 år,Fraskilt,2018K4,0
8 år,Fraskilt,2019K1,0
8 år,Fraskilt,2019K2,0
8 år,Fraskilt,2019K3,0
8 år,Fraskilt,2019K4,0
8 år,Fraskilt,2020K1,0
8 år,Fraskilt,2020K2,0
8 år,Fraskilt,2020K3,0
8 år,Fraskilt,2020K4,0
8 år,Fraskilt,2021K1,0
8 år,Fraskilt,2021K2,0
8 år,Fraskilt,2021K3,0
8 år,Fraskilt,2021K4,0
8 år,Fraskilt,2022K1,0
8 år,Fraskilt,2022K2,0
8 år,Fraskilt,2022K3,0
9 år,I alt,2008K1,67283
9 år,I alt,2008K2,67250
9 år,I alt,2008K3,67814
9 år,I alt,2008K4,67397
9 år,I alt,2009K1,67081
9 år,I alt,2009K2,67160
9 år,I alt,2009K3,67223
9 år,I alt,2009K4,67213
9 år,I alt,2010K1,67877
9 år,I alt,2010K2,67686
9 år,I alt,2010K3,67194
9 år,I alt,2010K4,66772
9 år,I alt,2011K1,66066
9 år,I alt,2011K2,65625
9 år,I alt,2011K3,65256
9 år,I alt,2011K4,65205
9 år,I alt,2012K1,65085
9 år,I alt,2012K2,64709
9 år,I alt,2012K3,64733
9 år,I alt,2012K4,65435
9 år,I alt,2013K1,65766
9 år,I alt,2013K2,66277
9 år,I alt,2013K3,66215
9 år,I alt,2013K4,65775
9 år,I alt,2014K1,65959
9 år,I alt,2014K2,65896
9 år,I alt,2014K3,66195
9 år,I alt,2014K4,66295
9 år,I alt,2015K1,66143
9 år,I alt,2015K2,66145
9 år,I alt,2015K3,66557
9 år,I alt,2015K4,67168
9 år,I alt,2016K1,67509
9 år,I alt,2016K2,67431
9 år,I alt,2016K3,66922
9 år,I alt,2016K4,66731
9 år,I alt,2017K1,67155
9 år,I alt,2017K2,67581
9 år,I alt,2017K3,67988
9 år,I alt,2017K4,68608
9 år,I alt,2018K1,68391
9 år,I alt,2018K2,68061
9 år,I alt,2018K3,67709
9 år,I alt,2018K4,66726
9 år,I alt,2019K1,66077
9 år,I alt,2019K2,66369
9 år,I alt,2019K3,66477
9 år,I alt,2019K4,66456
9 år,I alt,2020K1,66522
9 år,I alt,2020K2,65215
9 år,I alt,2020K3,64168
9 år,I alt,2020K4,63442
9 år,I alt,2021K1,62107
9 år,I alt,2021K2,61766
9 år,I alt,2021K3,61194
9 år,I alt,2021K4,60761
9 år,I alt,2022K1,61034
9 år,I alt,2022K2,60479
9 år,I alt,2022K3,60861
9 år,Ugift,2008K1,67283
9 år,Ugift,2008K2,67250
9 år,Ugift,2008K3,67814
9 år,Ugift,2008K4,67397
9 år,Ugift,2009K1,67081
9 år,Ugift,2009K2,67160
9 år,Ugift,2009K3,67223
9 år,Ugift,2009K4,67213
9 år,Ugift,2010K1,67877
9 år,Ugift,2010K2,67686
9 år,Ugift,2010K3,67194
9 år,Ugift,2010K4,66772
9 år,Ugift,2011K1,66066
9 år,Ugift,2011K2,65625
9 år,Ugift,2011K3,65256
9 år,Ugift,2011K4,65205
9 år,Ugift,2012K1,65085
9 år,Ugift,2012K2,64709
9 år,Ugift,2012K3,64733
9 år,Ugift,2012K4,65435
9 år,Ugift,2013K1,65766
9 år,Ugift,2013K2,66277
9 år,Ugift,2013K3,66215
9 år,Ugift,2013K4,65775
9 år,Ugift,2014K1,65959
9 år,Ugift,2014K2,65896
9 år,Ugift,2014K3,66195
9 år,Ugift,2014K4,66295
9 år,Ugift,2015K1,66143
9 år,Ugift,2015K2,66145
9 år,Ugift,2015K3,66557
9 år,Ugift,2015K4,67168
9 år,Ugift,2016K1,67509
9 år,Ugift,2016K2,67431
9 år,Ugift,2016K3,66922
9 år,Ugift,2016K4,66731
9 år,Ugift,2017K1,67155
9 år,Ugift,2017K2,67581
9 år,Ugift,2017K3,67988
9 år,Ugift,2017K4,68608
9 år,Ugift,2018K1,68391
9 år,Ugift,2018K2,68061
9 år,Ugift,2018K3,67709
9 år,Ugift,2018K4,66726
9 år,Ugift,2019K1,66077
9 år,Ugift,2019K2,66369
9 år,Ugift,2019K3,66477
9 år,Ugift,2019K4,66456
9 år,Ugift,2020K1,66522
9 år,Ugift,2020K2,65215
9 år,Ugift,2020K3,64168
9 år,Ugift,2020K4,63442
9 år,Ugift,2021K1,62107
9 år,Ugift,2021K2,61766
9 år,Ugift,2021K3,61194
9 år,Ugift,2021K4,60761
9 år,Ugift,2022K1,61034
9 år,Ugift,2022K2,60479
9 år,Ugift,2022K3,60861
9 år,Gift/separeret,2008K1,0
9 år,Gift/separeret,2008K2,0
9 år,Gift/separeret,2008K3,0
9 år,Gift/separeret,2008K4,0
9 år,Gift/separeret,2009K1,0
9 år,Gift/separeret,2009K2,0
9 år,Gift/separeret,2009K3,0
9 år,Gift/separeret,2009K4,0
9 år,Gift/separeret,2010K1,0
9 år,Gift/separeret,2010K2,0
9 år,Gift/separeret,2010K3,0
9 år,Gift/separeret,2010K4,0
9 år,Gift/separeret,2011K1,0
9 år,Gift/separeret,2011K2,0
9 år,Gift/separeret,2011K3,0
9 år,Gift/separeret,2011K4,0
9 år,Gift/separeret,2012K1,0
9 år,Gift/separeret,2012K2,0
9 år,Gift/separeret,2012K3,0
9 år,Gift/separeret,2012K4,0
9 år,Gift/separeret,2013K1,0
9 år,Gift/separeret,2013K2,0
9 år,Gift/separeret,2013K3,0
9 år,Gift/separeret,2013K4,0
9 år,Gift/separeret,2014K1,0
9 år,Gift/separeret,2014K2,0
9 år,Gift/separeret,2014K3,0
9 år,Gift/separeret,2014K4,0
9 år,Gift/separeret,2015K1,0
9 år,Gift/separeret,2015K2,0
9 år,Gift/separeret,2015K3,0
9 år,Gift/separeret,2015K4,0
9 år,Gift/separeret,2016K1,0
9 år,Gift/separeret,2016K2,0
9 år,Gift/separeret,2016K3,0
9 år,Gift/separeret,2016K4,0
9 år,Gift/separeret,2017K1,0
9 år,Gift/separeret,2017K2,0
9 år,Gift/separeret,2017K3,0
9 år,Gift/separeret,2017K4,0
9 år,Gift/separeret,2018K1,0
9 år,Gift/separeret,2018K2,0
9 år,Gift/separeret,2018K3,0
9 år,Gift/separeret,2018K4,0
9 år,Gift/separeret,2019K1,0
9 år,Gift/separeret,2019K2,0
9 år,Gift/separeret,2019K3,0
9 år,Gift/separeret,2019K4,0
9 år,Gift/separeret,2020K1,0
9 år,Gift/separeret,2020K2,0
9 år,Gift/separeret,2020K3,0
9 år,Gift/separeret,2020K4,0
9 år,Gift/separeret,2021K1,0
9 år,Gift/separeret,2021K2,0
9 år,Gift/separeret,2021K3,0
9 år,Gift/separeret,2021K4,0
9 år,Gift/separeret,2022K1,0
9 år,Gift/separeret,2022K2,0
9 år,Gift/separeret,2022K3,0
9 år,Enke/enkemand,2008K1,0
9 år,Enke/enkemand,2008K2,0
9 år,Enke/enkemand,2008K3,0
9 år,Enke/enkemand,2008K4,0
9 år,Enke/enkemand,2009K1,0
9 år,Enke/enkemand,2009K2,0
9 år,Enke/enkemand,2009K3,0
9 år,Enke/enkemand,2009K4,0
9 år,Enke/enkemand,2010K1,0
9 år,Enke/enkemand,2010K2,0
9 år,Enke/enkemand,2010K3,0
9 år,Enke/enkemand,2010K4,0
9 år,Enke/enkemand,2011K1,0
9 år,Enke/enkemand,2011K2,0
9 år,Enke/enkemand,2011K3,0
9 år,Enke/enkemand,2011K4,0
9 år,Enke/enkemand,2012K1,0
9 år,Enke/enkemand,2012K2,0
9 år,Enke/enkemand,2012K3,0
9 år,Enke/enkemand,2012K4,0
9 år,Enke/enkemand,2013K1,0
9 år,Enke/enkemand,2013K2,0
9 år,Enke/enkemand,2013K3,0
9 år,Enke/enkemand,2013K4,0
9 år,Enke/enkemand,2014K1,0
9 år,Enke/enkemand,2014K2,0
9 år,Enke/enkemand,2014K3,0
9 år,Enke/enkemand,2014K4,0
9 år,Enke/enkemand,2015K1,0
9 år,Enke/enkemand,2015K2,0
9 år,Enke/enkemand,2015K3,0
9 år,Enke/enkemand,2015K4,0
9 år,Enke/enkemand,2016K1,0
9 år,Enke/enkemand,2016K2,0
9 år,Enke/enkemand,2016K3,0
9 år,Enke/enkemand,2016K4,0
9 år,Enke/enkemand,2017K1,0
9 år,Enke/enkemand,2017K2,0
9 år,Enke/enkemand,2017K3,0
9 år,Enke/enkemand,2017K4,0
9 år,Enke/enkemand,2018K1,0
9 år,Enke/enkemand,2018K2,0
9 år,Enke/enkemand,2018K3,0
9 år,Enke/enkemand,2018K4,0
9 år,Enke/enkemand,2019K1,0
9 år,Enke/enkemand,2019K2,0
9 år,Enke/enkemand,2019K3,0
9 år,Enke/enkemand,2019K4,0
9 år,Enke/enkemand,2020K1,0
9 år,Enke/enkemand,2020K2,0
9 år,Enke/enkemand,2020K3,0
9 år,Enke/enkemand,2020K4,0
9 år,Enke/enkemand,2021K1,0
9 år,Enke/enkemand,2021K2,0
9 år,Enke/enkemand,2021K3,0
9 år,Enke/enkemand,2021K4,0
9 år,Enke/enkemand,2022K1,0
9 år,Enke/enkemand,2022K2,0
9 år,Enke/enkemand,2022K3,0
9 år,Fraskilt,2008K1,0
9 år,Fraskilt,2008K2,0
9 år,Fraskilt,2008K3,0
9 år,Fraskilt,2008K4,0
9 år,Fraskilt,2009K1,0
9 år,Fraskilt,2009K2,0
9 år,Fraskilt,2009K3,0
9 år,Fraskilt,2009K4,0
9 år,Fraskilt,2010K1,0
9 år,Fraskilt,2010K2,0
9 år,Fraskilt,2010K3,0
9 år,Fraskilt,2010K4,0
9 år,Fraskilt,2011K1,0
9 år,Fraskilt,2011K2,0
9 år,Fraskilt,2011K3,0
9 år,Fraskilt,2011K4,0
9 år,Fraskilt,2012K1,0
9 år,Fraskilt,2012K2,0
9 år,Fraskilt,2012K3,0
9 år,Fraskilt,2012K4,0
9 år,Fraskilt,2013K1,0
9 år,Fraskilt,2013K2,0
9 år,Fraskilt,2013K3,0
9 år,Fraskilt,2013K4,0
9 år,Fraskilt,2014K1,0
9 år,Fraskilt,2014K2,0
9 år,Fraskilt,2014K3,0
9 år,Fraskilt,2014K4,0
9 år,Fraskilt,2015K1,0
9 år,Fraskilt,2015K2,0
9 år,Fraskilt,2015K3,0
9 år,Fraskilt,2015K4,0
9 år,Fraskilt,2016K1,0
9 år,Fraskilt,2016K2,0
9 år,Fraskilt,2016K3,0
9 år,Fraskilt,2016K4,0
9 år,Fraskilt,2017K1,0
9 år,Fraskilt,2017K2,0
9 år,Fraskilt,2017K3,0
9 år,Fraskilt,2017K4,0
9 år,Fraskilt,2018K1,0
9 år,Fraskilt,2018K2,0
9 år,Fraskilt,2018K3,0
9 år,Fraskilt,2018K4,0
9 år,Fraskilt,2019K1,0
9 år,Fraskilt,2019K2,0
9 år,Fraskilt,2019K3,0
9 år,Fraskilt,2019K4,0
9 år,Fraskilt,2020K1,0
9 år,Fraskilt,2020K2,0
9 år,Fraskilt,2020K3,0
9 år,Fraskilt,2020K4,0
9 år,Fraskilt,2021K1,0
9 år,Fraskilt,2021K2,0
9 år,Fraskilt,2021K3,0
9 år,Fraskilt,2021K4,0
9 år,Fraskilt,2022K1,0
9 år,Fraskilt,2022K2,0
9 år,Fraskilt,2022K3,0
10 år,I alt,2008K1,68827
10 år,I alt,2008K2,68167
10 år,I alt,2008K3,67192
10 år,I alt,2008K4,67212
10 år,I alt,2009K1,67422
10 år,I alt,2009K2,67385
10 år,I alt,2009K3,67959
10 år,I alt,2009K4,67553
10 år,I alt,2010K1,67216
10 år,I alt,2010K2,67323
10 år,I alt,2010K3,67359
10 år,I alt,2010K4,67292
10 år,I alt,2011K1,67954
10 år,I alt,2011K2,67786
10 år,I alt,2011K3,67256
10 år,I alt,2011K4,66836
10 år,I alt,2012K1,66140
10 år,I alt,2012K2,65699
10 år,I alt,2012K3,65345
10 år,I alt,2012K4,65284
10 år,I alt,2013K1,65167
10 år,I alt,2013K2,64823
10 år,I alt,2013K3,64834
10 år,I alt,2013K4,65563
10 år,I alt,2014K1,65909
10 år,I alt,2014K2,66446
10 år,I alt,2014K3,66407
10 år,I alt,2014K4,66064
10 år,I alt,2015K1,66299
10 år,I alt,2015K2,66258
10 år,I alt,2015K3,66576
10 år,I alt,2015K4,66693
10 år,I alt,2016K1,66619
10 år,I alt,2016K2,66667
10 år,I alt,2016K3,67035
10 år,I alt,2016K4,67637
10 år,I alt,2017K1,67907
10 år,I alt,2017K2,67784
10 år,I alt,2017K3,67227
10 år,I alt,2017K4,66984
10 år,I alt,2018K1,67353
10 år,I alt,2018K2,67783
10 år,I alt,2018K3,68161
10 år,I alt,2018K4,68806
10 år,I alt,2019K1,68541
10 år,I alt,2019K2,68241
10 år,I alt,2019K3,67883
10 år,I alt,2019K4,66860
10 år,I alt,2020K1,66254
10 år,I alt,2020K2,66508
10 år,I alt,2020K3,66607
10 år,I alt,2020K4,66642
10 år,I alt,2021K1,66696
10 år,I alt,2021K2,65436
10 år,I alt,2021K3,64409
10 år,I alt,2021K4,63632
10 år,I alt,2022K1,62282
10 år,I alt,2022K2,61933
10 år,I alt,2022K3,61949
10 år,Ugift,2008K1,68827
10 år,Ugift,2008K2,68167
10 år,Ugift,2008K3,67192
10 år,Ugift,2008K4,67212
10 år,Ugift,2009K1,67422
10 år,Ugift,2009K2,67385
10 år,Ugift,2009K3,67959
10 år,Ugift,2009K4,67553
10 år,Ugift,2010K1,67216
10 år,Ugift,2010K2,67323
10 år,Ugift,2010K3,67359
10 år,Ugift,2010K4,67292
10 år,Ugift,2011K1,67954
10 år,Ugift,2011K2,67786
10 år,Ugift,2011K3,67256
10 år,Ugift,2011K4,66836
10 år,Ugift,2012K1,66140
10 år,Ugift,2012K2,65699
10 år,Ugift,2012K3,65345
10 år,Ugift,2012K4,65284
10 år,Ugift,2013K1,65167
10 år,Ugift,2013K2,64823
10 år,Ugift,2013K3,64834
10 år,Ugift,2013K4,65563
10 år,Ugift,2014K1,65909
10 år,Ugift,2014K2,66446
10 år,Ugift,2014K3,66407
10 år,Ugift,2014K4,66064
10 år,Ugift,2015K1,66299
10 år,Ugift,2015K2,66258
10 år,Ugift,2015K3,66576
10 år,Ugift,2015K4,66693
10 år,Ugift,2016K1,66619
10 år,Ugift,2016K2,66667
10 år,Ugift,2016K3,67035
10 år,Ugift,2016K4,67637
10 år,Ugift,2017K1,67907
10 år,Ugift,2017K2,67784
10 år,Ugift,2017K3,67227
10 år,Ugift,2017K4,66984
10 år,Ugift,2018K1,67353
10 år,Ugift,2018K2,67783
10 år,Ugift,2018K3,68161
10 år,Ugift,2018K4,68806
10 år,Ugift,2019K1,68541
10 år,Ugift,2019K2,68241
10 år,Ugift,2019K3,67883
10 år,Ugift,2019K4,66860
10 år,Ugift,2020K1,66254
10 år,Ugift,2020K2,66508
10 år,Ugift,2020K3,66607
10 år,Ugift,2020K4,66642
10 år,Ugift,2021K1,66696
10 år,Ugift,2021K2,65436
10 år,Ugift,2021K3,64409
10 år,Ugift,2021K4,63632
10 år,Ugift,2022K1,62282
10 år,Ugift,2022K2,61933
10 år,Ugift,2022K3,61949
10 år,Gift/separeret,2008K1,0
10 år,Gift/separeret,2008K2,0
10 år,Gift/separeret,2008K3,0
10 år,Gift/separeret,2008K4,0
10 år,Gift/separeret,2009K1,0
10 år,Gift/separeret,2009K2,0
10 år,Gift/separeret,2009K3,0
10 år,Gift/separeret,2009K4,0
10 år,Gift/separeret,2010K1,0
10 år,Gift/separeret,2010K2,0
10 år,Gift/separeret,2010K3,0
10 år,Gift/separeret,2010K4,0
10 år,Gift/separeret,2011K1,0
10 år,Gift/separeret,2011K2,0
10 år,Gift/separeret,2011K3,0
10 år,Gift/separeret,2011K4,0
10 år,Gift/separeret,2012K1,0
10 år,Gift/separeret,2012K2,0
10 år,Gift/separeret,2012K3,0
10 år,Gift/separeret,2012K4,0
10 år,Gift/separeret,2013K1,0
10 år,Gift/separeret,2013K2,0
10 år,Gift/separeret,2013K3,0
10 år,Gift/separeret,2013K4,0
10 år,Gift/separeret,2014K1,0
10 år,Gift/separeret,2014K2,0
10 år,Gift/separeret,2014K3,0
10 år,Gift/separeret,2014K4,0
10 år,Gift/separeret,2015K1,0
10 år,Gift/separeret,2015K2,0
10 år,Gift/separeret,2015K3,0
10 år,Gift/separeret,2015K4,0
10 år,Gift/separeret,2016K1,0
10 år,Gift/separeret,2016K2,0
10 år,Gift/separeret,2016K3,0
10 år,Gift/separeret,2016K4,0
10 år,Gift/separeret,2017K1,0
10 år,Gift/separeret,2017K2,0
10 år,Gift/separeret,2017K3,0
10 år,Gift/separeret,2017K4,0
10 år,Gift/separeret,2018K1,0
10 år,Gift/separeret,2018K2,0
10 år,Gift/separeret,2018K3,0
10 år,Gift/separeret,2018K4,0
10 år,Gift/separeret,2019K1,0
10 år,Gift/separeret,2019K2,0
10 år,Gift/separeret,2019K3,0
10 år,Gift/separeret,2019K4,0
10 år,Gift/separeret,2020K1,0
10 år,Gift/separeret,2020K2,0
10 år,Gift/separeret,2020K3,0
10 år,Gift/separeret,2020K4,0
10 år,Gift/separeret,2021K1,0
10 år,Gift/separeret,2021K2,0
10 år,Gift/separeret,2021K3,0
10 år,Gift/separeret,2021K4,0
10 år,Gift/separeret,2022K1,0
10 år,Gift/separeret,2022K2,0
10 år,Gift/separeret,2022K3,0
10 år,Enke/enkemand,2008K1,0
10 år,Enke/enkemand,2008K2,0
10 år,Enke/enkemand,2008K3,0
10 år,Enke/enkemand,2008K4,0
10 år,Enke/enkemand,2009K1,0
10 år,Enke/enkemand,2009K2,0
10 år,Enke/enkemand,2009K3,0
10 år,Enke/enkemand,2009K4,0
10 år,Enke/enkemand,2010K1,0
10 år,Enke/enkemand,2010K2,0
10 år,Enke/enkemand,2010K3,0
10 år,Enke/enkemand,2010K4,0
10 år,Enke/enkemand,2011K1,0
10 år,Enke/enkemand,2011K2,0
10 år,Enke/enkemand,2011K3,0
10 år,Enke/enkemand,2011K4,0
10 år,Enke/enkemand,2012K1,0
10 år,Enke/enkemand,2012K2,0
10 år,Enke/enkemand,2012K3,0
10 år,Enke/enkemand,2012K4,0
10 år,Enke/enkemand,2013K1,0
10 år,Enke/enkemand,2013K2,0
10 år,Enke/enkemand,2013K3,0
10 år,Enke/enkemand,2013K4,0
10 år,Enke/enkemand,2014K1,0
10 år,Enke/enkemand,2014K2,0
10 år,Enke/enkemand,2014K3,0
10 år,Enke/enkemand,2014K4,0
10 år,Enke/enkemand,2015K1,0
10 år,Enke/enkemand,2015K2,0
10 år,Enke/enkemand,2015K3,0
10 år,Enke/enkemand,2015K4,0
10 år,Enke/enkemand,2016K1,0
10 år,Enke/enkemand,2016K2,0
10 år,Enke/enkemand,2016K3,0
10 år,Enke/enkemand,2016K4,0
10 år,Enke/enkemand,2017K1,0
10 år,Enke/enkemand,2017K2,0
10 år,Enke/enkemand,2017K3,0
10 år,Enke/enkemand,2017K4,0
10 år,Enke/enkemand,2018K1,0
10 år,Enke/enkemand,2018K2,0
10 år,Enke/enkemand,2018K3,0
10 år,Enke/enkemand,2018K4,0
10 år,Enke/enkemand,2019K1,0
10 år,Enke/enkemand,2019K2,0
10 år,Enke/enkemand,2019K3,0
10 år,Enke/enkemand,2019K4,0
10 år,Enke/enkemand,2020K1,0
10 år,Enke/enkemand,2020K2,0
10 år,Enke/enkemand,2020K3,0
10 år,Enke/enkemand,2020K4,0
10 år,Enke/enkemand,2021K1,0
10 år,Enke/enkemand,2021K2,0
10 år,Enke/enkemand,2021K3,0
10 år,Enke/enkemand,2021K4,0
10 år,Enke/enkemand,2022K1,0
10 år,Enke/enkemand,2022K2,0
10 år,Enke/enkemand,2022K3,0
10 år,Fraskilt,2008K1,0
10 år,Fraskilt,2008K2,0
10 år,Fraskilt,2008K3,0
10 år,Fraskilt,2008K4,0
10 år,Fraskilt,2009K1,0
10 år,Fraskilt,2009K2,0
10 år,Fraskilt,2009K3,0
10 år,Fraskilt,2009K4,0
10 år,Fraskilt,2010K1,0
10 år,Fraskilt,2010K2,0
10 år,Fraskilt,2010K3,0
10 år,Fraskilt,2010K4,0
10 år,Fraskilt,2011K1,0
10 år,Fraskilt,2011K2,0
10 år,Fraskilt,2011K3,0
10 år,Fraskilt,2011K4,0
10 år,Fraskilt,2012K1,0
10 år,Fraskilt,2012K2,0
10 år,Fraskilt,2012K3,0
10 år,Fraskilt,2012K4,0
10 år,Fraskilt,2013K1,0
10 år,Fraskilt,2013K2,0
10 år,Fraskilt,2013K3,0
10 år,Fraskilt,2013K4,0
10 år,Fraskilt,2014K1,0
10 år,Fraskilt,2014K2,0
10 år,Fraskilt,2014K3,0
10 år,Fraskilt,2014K4,0
10 år,Fraskilt,2015K1,0
10 år,Fraskilt,2015K2,0
10 år,Fraskilt,2015K3,0
10 år,Fraskilt,2015K4,0
10 år,Fraskilt,2016K1,0
10 år,Fraskilt,2016K2,0
10 år,Fraskilt,2016K3,0
10 år,Fraskilt,2016K4,0
10 år,Fraskilt,2017K1,0
10 år,Fraskilt,2017K2,0
10 år,Fraskilt,2017K3,0
10 år,Fraskilt,2017K4,0
10 år,Fraskilt,2018K1,0
10 år,Fraskilt,2018K2,0
10 år,Fraskilt,2018K3,0
10 år,Fraskilt,2018K4,0
10 år,Fraskilt,2019K1,0
10 år,Fraskilt,2019K2,0
10 år,Fraskilt,2019K3,0
10 år,Fraskilt,2019K4,0
10 år,Fraskilt,2020K1,0
10 år,Fraskilt,2020K2,0
10 år,Fraskilt,2020K3,0
10 år,Fraskilt,2020K4,0
10 år,Fraskilt,2021K1,0
10 år,Fraskilt,2021K2,0
10 år,Fraskilt,2021K3,0
10 år,Fraskilt,2021K4,0
10 år,Fraskilt,2022K1,0
10 år,Fraskilt,2022K2,0
10 år,Fraskilt,2022K3,0
11 år,I alt,2008K1,69292
11 år,I alt,2008K2,69140
11 år,I alt,2008K3,69776
11 år,I alt,2008K4,70181
11 år,I alt,2009K1,68983
11 år,I alt,2009K2,68319
11 år,I alt,2009K3,67333
11 år,I alt,2009K4,67315
11 år,I alt,2010K1,67534
11 år,I alt,2010K2,67478
11 år,I alt,2010K3,68056
11 år,I alt,2010K4,67664
11 år,I alt,2011K1,67323
11 år,I alt,2011K2,67430
11 år,I alt,2011K3,67501
11 år,I alt,2011K4,67419
11 år,I alt,2012K1,68090
11 år,I alt,2012K2,67903
11 år,I alt,2012K3,67366
11 år,I alt,2012K4,66968
11 år,I alt,2013K1,66273
11 år,I alt,2013K2,65832
11 år,I alt,2013K3,65418
11 år,I alt,2013K4,65408
11 år,I alt,2014K1,65311
11 år,I alt,2014K2,64955
11 år,I alt,2014K3,65039
11 år,I alt,2014K4,65808
11 år,I alt,2015K1,66211
11 år,I alt,2015K2,66740
11 år,I alt,2015K3,66746
11 år,I alt,2015K4,66444
11 år,I alt,2016K1,66703
11 år,I alt,2016K2,66696
11 år,I alt,2016K3,66981
11 år,I alt,2016K4,67096
11 år,I alt,2017K1,66987
11 år,I alt,2017K2,66982
11 år,I alt,2017K3,67332
11 år,I alt,2017K4,67892
11 år,I alt,2018K1,68155
11 år,I alt,2018K2,68013
11 år,I alt,2018K3,67443
11 år,I alt,2018K4,67163
